#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_900504655.1	PRJNA224116	SAMEA3673101	UJGV00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK137		latest	Contig	Major	Full	2018/08/21	19084_3#4	SC	GCA_900504655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/655/GCF_900504655.1_19084_3_4		
GCF_900504665.1	PRJNA224116	SAMEA3673130	UJHA00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO029		latest	Contig	Major	Full	2018/08/22	19084_3#32	SC	GCA_900504665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/665/GCF_900504665.1_19084_3_32		
GCF_900504675.1	PRJNA224116	SAMEA3720904	UJGX00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK002		latest	Contig	Major	Full	2018/08/21	19084_3#61	SC	GCA_900504675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/675/GCF_900504675.1_19084_3_61		
GCF_900504685.1	PRJNA224116	SAMEA3673140	UJGW00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO039		latest	Contig	Major	Full	2018/08/21	19084_3#42	SC	GCA_900504685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/685/GCF_900504685.1_19084_3_42		
GCF_900504695.1	PRJNA224116	SAMEA3720905	UJGZ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK007		latest	Contig	Major	Full	2018/08/22	19084_3#64	SC	GCA_900504695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/695/GCF_900504695.1_19084_3_64		
GCF_900504705.1	PRJNA224116	SAMEA3673142	UJGY00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO041		latest	Contig	Major	Full	2018/08/21	19084_3#44	SC	GCA_900504705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/705/GCF_900504705.1_19084_3_44		
GCF_900504715.1	PRJNA224116	SAMEA3720907	UJHB00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK011		latest	Contig	Major	Full	2018/08/22	19084_3#68	SC	GCA_900504715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/715/GCF_900504715.1_19084_3_68		
GCF_900504725.1	PRJNA224116	SAMEA3673102	UJHC00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO001		latest	Contig	Major	Full	2018/08/21	19084_3#5	SC	GCA_900504725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/725/GCF_900504725.1_19084_3_5		
GCF_900504735.1	PRJNA224116	SAMEA3673119	UJHE00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO018		latest	Contig	Major	Full	2018/08/22	19084_3#21	SC	GCA_900504735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/735/GCF_900504735.1_19084_3_21		
GCF_900504745.1	PRJNA224116	SAMEA3720908	UJHD00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK013		latest	Contig	Major	Full	2018/08/21	19084_3#70	SC	GCA_900504745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/745/GCF_900504745.1_19084_3_70		
GCF_900504755.1	PRJNA224116	SAMEA3673125	UJHJ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO024		latest	Contig	Major	Full	2018/08/22	19084_3#27	SC	GCA_900504755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/755/GCF_900504755.1_19084_3_27		
GCF_900504765.1	PRJNA224116	SAMEA3673105	UJHG00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO004		latest	Contig	Major	Full	2018/08/21	19084_3#8	SC	GCA_900504765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/765/GCF_900504765.1_19084_3_8		
GCF_900504775.1	PRJNA224116	SAMEA3720912	UJHF00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK023		latest	Contig	Major	Full	2018/08/21	19084_3#80	SC	GCA_900504775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/775/GCF_900504775.1_19084_3_80		
GCF_900504785.1	PRJNA224116	SAMEA3720911	UJHI00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK019		latest	Contig	Major	Full	2018/08/21	19084_3#76	SC	GCA_900504785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/785/GCF_900504785.1_19084_3_76		
GCF_900504795.1	PRJNA224116	SAMEA3720909	UJHH00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK014		latest	Contig	Major	Full	2018/08/22	19084_3#71	SC	GCA_900504795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/795/GCF_900504795.1_19084_3_71		
GCF_900504805.1	PRJNA224116	SAMEA3720914	UJHK00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK026		latest	Contig	Major	Full	2018/08/21	19084_3#83	SC	GCA_900504805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/805/GCF_900504805.1_19084_3_83		
GCF_900504815.1	PRJNA224116	SAMEA3720913	UJHM00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK025		latest	Contig	Major	Full	2018/08/22	19084_3#82	SC	GCA_900504815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/815/GCF_900504815.1_19084_3_82		
GCF_900504825.1	PRJNA224116	SAMEA3720916	UJHL00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK028		latest	Contig	Major	Full	2018/08/21	19084_3#85	SC	GCA_900504825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/825/GCF_900504825.1_19084_3_85		
GCF_900504835.1	PRJNA224116	SAMEA3720924	UJHN00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK040		latest	Contig	Major	Full	2018/08/21	19084_3#95	SC	GCA_900504835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/835/GCF_900504835.1_19084_3_95		
GCF_900504845.1	PRJNA224116	SAMEA3720918	UJHR00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK030		latest	Contig	Major	Full	2018/08/22	19084_3#87	SC	GCA_900504845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/845/GCF_900504845.1_19084_3_87		
GCF_900504855.1	PRJNA224116	SAMEA3673106	UJHO00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO005		latest	Contig	Major	Full	2018/08/21	19084_3#9	SC	GCA_900504855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/855/GCF_900504855.1_19084_3_9		
GCF_900504865.1	PRJNA224116	SAMEA3720920	UJHQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK032		latest	Contig	Major	Full	2018/08/21	19084_3#89	SC	GCA_900504865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/865/GCF_900504865.1_19084_3_89		
GCF_900504875.1	PRJNA224116	SAMEA3720917	UJHP00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK029		latest	Contig	Major	Full	2018/08/22	19084_3#86	SC	GCA_900504875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/875/GCF_900504875.1_19084_3_86		
GCF_900504885.1	PRJNA224116	SAMEA3721045	UJHS00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO115		latest	Contig	Major	Full	2018/08/22	19084_4#10	SC	GCA_900504885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/885/GCF_900504885.1_19084_4_10		
GCF_900504895.1	PRJNA224116	SAMEA3720927	UJIB00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK044		latest	Contig	Major	Full	2018/08/21	19084_3#99	SC	GCA_900504895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/895/GCF_900504895.1_19084_3_99		
GCF_900504905.1	PRJNA224116	SAMEA3720925	UJHU00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK041		latest	Contig	Major	Full	2018/08/22	19084_3#96	SC	GCA_900504905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/905/GCF_900504905.1_19084_3_96		
GCF_900504915.1	PRJNA224116	SAMEA3721019	UJHT00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO102		latest	Contig	Major	Full	2018/08/22	19084_4#1	SC	GCA_900504915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/915/GCF_900504915.1_19084_4_1		
GCF_900504925.1	PRJNA224116	SAMEA3721121	UJHW00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_HR089		latest	Contig	Major	Full	2018/08/21	19084_4#100	SC	GCA_900504925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/925/GCF_900504925.1_19084_4_100		
GCF_900504935.1	PRJNA224116	SAMEA3721122	UJII00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_HR103		latest	Contig	Major	Full	2018/08/21	19084_4#101	SC	GCA_900504935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/935/GCF_900504935.1_19084_4_101		
GCF_900504945.1	PRJNA224116	SAMEA3721123	UJHV00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_HR091		latest	Contig	Major	Full	2018/08/21	19084_4#102	SC	GCA_900504945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/945/GCF_900504945.1_19084_4_102		
GCF_900504955.1	PRJNA224116	SAMEA3721128	UJHY00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_HR098		latest	Contig	Major	Full	2018/08/21	19084_4#107	SC	GCA_900504955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/955/GCF_900504955.1_19084_4_107		
GCF_900504965.1	PRJNA224116	SAMEA3721129	UJHX00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_HR099		latest	Contig	Major	Full	2018/08/21	19084_4#108	SC	GCA_900504965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/965/GCF_900504965.1_19084_4_108		
GCF_900504975.1	PRJNA224116	SAMEA3721124	UJHZ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_HR092		latest	Contig	Major	Full	2018/08/22	19084_4#103	SC	GCA_900504975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/975/GCF_900504975.1_19084_4_103		
GCF_900504985.1	PRJNA224116	SAMEA3721125	UJIA00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_HR094		latest	Contig	Major	Full	2018/08/21	19084_4#105	SC	GCA_900504985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/985/GCF_900504985.1_19084_4_105		
GCF_900504995.1	PRJNA224116	SAMEA3721132	UJIC00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_HR102		latest	Contig	Major	Full	2018/08/21	19084_4#111	SC	GCA_900504995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/995/GCF_900504995.1_19084_4_111		
GCF_900505005.1	PRJNA224116	SAMEA3721131	UJID00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_HR101		latest	Contig	Major	Full	2018/08/21	19084_4#110	SC	GCA_900505005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/005/GCF_900505005.1_19084_4_110		
GCF_900505015.1	PRJNA224116	SAMEA3721130	UJIE00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_HR100		latest	Contig	Major	Full	2018/08/21	19084_4#109	SC	GCA_900505015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/015/GCF_900505015.1_19084_4_109		
GCF_900505025.1	PRJNA224116	SAMEA3721133	UJIG00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_HR090		latest	Contig	Major	Full	2018/08/21	19084_4#112	SC	GCA_900505025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/025/GCF_900505025.1_19084_4_112		
GCF_900505035.1	PRJNA224116	SAMEA3721134	UJIF00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_HR104		latest	Contig	Major	Full	2018/08/22	19084_4#113	SC	GCA_900505035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/035/GCF_900505035.1_19084_4_113		
GCF_900505045.1	PRJNA224116	SAMEA3721135	UJIH00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS011		latest	Contig	Major	Full	2018/08/21	19084_4#115	SC	GCA_900505045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/045/GCF_900505045.1_19084_4_115		
GCF_900505055.1	PRJNA224116	SAMEA3721137	UJIM00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS014		latest	Contig	Major	Full	2018/08/22	19084_4#117	SC	GCA_900505055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/055/GCF_900505055.1_19084_4_117		
GCF_900505065.1	PRJNA224116	SAMEA3721138	UJIJ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS015		latest	Contig	Major	Full	2018/08/22	19084_4#118	SC	GCA_900505065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/065/GCF_900505065.1_19084_4_118		
GCF_900505075.1	PRJNA224116	SAMEA3721047	UJIK00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO117		latest	Contig	Major	Full	2018/08/22	19084_4#12	SC	GCA_900505075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/075/GCF_900505075.1_19084_4_12		
GCF_900505085.1	PRJNA224116	SAMEA3721136	UJIL00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS012		latest	Contig	Major	Full	2018/08/21	19084_4#116	SC	GCA_900505085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/085/GCF_900505085.1_19084_4_116		
GCF_900505095.1	PRJNA224116	SAMEA3721139	UJIN00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS016		latest	Contig	Major	Full	2018/08/22	19084_4#119	SC	GCA_900505095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/095/GCF_900505095.1_19084_4_119		
GCF_900505105.1	PRJNA224116	SAMEA3721145	UJIO00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS022		latest	Contig	Major	Full	2018/08/22	19084_4#123	SC	GCA_900505105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/105/GCF_900505105.1_19084_4_123		
GCF_900505115.1	PRJNA224116	SAMEA3721144	UJIR00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS021		latest	Contig	Major	Full	2018/08/22	19084_4#122	SC	GCA_900505115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/115/GCF_900505115.1_19084_4_122		
GCF_900505125.1	PRJNA224116	SAMEA3721147	UJIP00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS026		latest	Contig	Major	Full	2018/08/22	19084_4#124	SC	GCA_900505125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/125/GCF_900505125.1_19084_4_124		
GCF_900505135.1	PRJNA224116	SAMEA3721140	UJIQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS017		latest	Contig	Major	Full	2018/08/22	19084_4#120	SC	GCA_900505135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/135/GCF_900505135.1_19084_4_120		
GCF_900505145.1	PRJNA224116	SAMEA3721148	UJIS00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS027		latest	Contig	Major	Full	2018/08/22	19084_4#125	SC	GCA_900505145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/145/GCF_900505145.1_19084_4_125		
GCF_900505155.1	PRJNA224116	SAMEA3721150	UJIT00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS029		latest	Contig	Major	Full	2018/08/21	19084_4#127	SC	GCA_900505155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/155/GCF_900505155.1_19084_4_127		
GCF_900505165.1	PRJNA224116	SAMEA3721153	UJIU00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS032		latest	Contig	Major	Full	2018/08/22	19084_4#129	SC	GCA_900505165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/165/GCF_900505165.1_19084_4_129		
GCF_900505175.1	PRJNA224116	SAMEA3721049	UJIY00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO118		latest	Contig	Major	Full	2018/08/22	19084_4#13	SC	GCA_900505175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/175/GCF_900505175.1_19084_4_13		
GCF_900505185.1	PRJNA224116	SAMEA3721155	UJIV00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS034		latest	Contig	Major	Full	2018/08/22	19084_4#130	SC	GCA_900505185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/185/GCF_900505185.1_19084_4_130		
GCF_900505195.1	PRJNA224116	SAMEA3721149	UJJN00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS028		latest	Contig	Major	Full	2018/08/22	19084_4#126	SC	GCA_900505195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/195/GCF_900505195.1_19084_4_126		
GCF_900505205.1	PRJNA224116	SAMEA3721158	UJIW00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS037		latest	Contig	Major	Full	2018/08/21	19084_4#132	SC	GCA_900505205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/205/GCF_900505205.1_19084_4_132		
GCF_900505215.1	PRJNA224116	SAMEA3721157	UJIX00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS036		latest	Contig	Major	Full	2018/08/22	19084_4#131	SC	GCA_900505215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/215/GCF_900505215.1_19084_4_131		
GCF_900505225.1	PRJNA224116	SAMEA3721162	UJIZ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS041		latest	Contig	Major	Full	2018/08/21	19084_4#135	SC	GCA_900505225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/225/GCF_900505225.1_19084_4_135		
GCF_900505235.1	PRJNA224116	SAMEA3721161	UJJA00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS040		latest	Contig	Major	Full	2018/08/22	19084_4#134	SC	GCA_900505235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/235/GCF_900505235.1_19084_4_134		
GCF_900505245.1	PRJNA224116	SAMEA3721168	UJJC00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS047		latest	Contig	Major	Full	2018/08/21	19084_4#138	SC	GCA_900505245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/245/GCF_900505245.1_19084_4_138		
GCF_900505255.1	PRJNA224116	SAMEA3721163	UJJD00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS042		latest	Contig	Major	Full	2018/08/22	19084_4#136	SC	GCA_900505255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/255/GCF_900505255.1_19084_4_136		
GCF_900505265.1	PRJNA224116	SAMEA3721169	UJJE00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS048		latest	Contig	Major	Full	2018/08/22	19084_4#139	SC	GCA_900505265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/265/GCF_900505265.1_19084_4_139		
GCF_900505275.1	PRJNA224116	SAMEA3721164	UJJB00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS043		latest	Contig	Major	Full	2018/08/22	19084_4#137	SC	GCA_900505275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/275/GCF_900505275.1_19084_4_137		
GCF_900505285.1	PRJNA224116	SAMEA3721171	UJJI00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS050		latest	Contig	Major	Full	2018/08/21	19084_4#141	SC	GCA_900505285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/285/GCF_900505285.1_19084_4_141		
GCF_900505295.1	PRJNA224116	SAMEA3721170	UJJG00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS049		latest	Contig	Major	Full	2018/08/22	19084_4#140	SC	GCA_900505295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/295/GCF_900505295.1_19084_4_140		
GCF_900505305.1	PRJNA224116	SAMEA3721051	UJJF00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO119		latest	Contig	Major	Full	2018/08/22	19084_4#14	SC	GCA_900505305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/305/GCF_900505305.1_19084_4_14		
GCF_900505315.1	PRJNA224116	SAMEA3721173	UJJH00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS052		latest	Contig	Major	Full	2018/08/22	19084_4#142	SC	GCA_900505315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/315/GCF_900505315.1_19084_4_142		
GCF_900505325.1	PRJNA224116	SAMEA3721177	UJJL00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS056		latest	Contig	Major	Full	2018/08/21	19084_4#145	SC	GCA_900505325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/325/GCF_900505325.1_19084_4_145		
GCF_900505335.1	PRJNA224116	SAMEA3721179	UJJM00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS058		latest	Contig	Major	Full	2018/08/21	19084_4#147	SC	GCA_900505335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/335/GCF_900505335.1_19084_4_147		
GCF_900505345.1	PRJNA224116	SAMEA3721174	UJJK00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS053		latest	Contig	Major	Full	2018/08/22	19084_4#143	SC	GCA_900505345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/345/GCF_900505345.1_19084_4_143		
GCF_900505355.1	PRJNA224116	SAMEA3721178	UJJJ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS057		latest	Contig	Major	Full	2018/08/21	19084_4#146	SC	GCA_900505355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/355/GCF_900505355.1_19084_4_146		
GCF_900505365.1	PRJNA224116	SAMEA3721052	UJJQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO120		latest	Contig	Major	Full	2018/08/22	19084_4#15	SC	GCA_900505365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/365/GCF_900505365.1_19084_4_15		
GCF_900505375.1	PRJNA224116	SAMEA3721183	UJJO00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS063		latest	Contig	Major	Full	2018/08/22	19084_4#150	SC	GCA_900505375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/375/GCF_900505375.1_19084_4_150		
GCF_900505385.1	PRJNA224116	SAMEA3721184	UJJP00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS064		latest	Contig	Major	Full	2018/08/22	19084_4#151	SC	GCA_900505385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/385/GCF_900505385.1_19084_4_151		
GCF_900505395.1	PRJNA224116	SAMEA3721188	UJJS00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS068		latest	Contig	Major	Full	2018/08/22	19084_4#154	SC	GCA_900505395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/395/GCF_900505395.1_19084_4_154		
GCF_900505405.1	PRJNA224116	SAMEA3721195	UJJR00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS075		latest	Contig	Major	Full	2018/08/21	19084_4#159	SC	GCA_900505405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/405/GCF_900505405.1_19084_4_159		
GCF_900505415.1	PRJNA224116	SAMEA3721189	UJJT00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS069		latest	Contig	Major	Full	2018/08/22	19084_4#155	SC	GCA_900505415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/415/GCF_900505415.1_19084_4_155		
GCF_900505425.1	PRJNA224116	SAMEA3721197	UJJV00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS077		latest	Contig	Major	Full	2018/08/22	19084_4#160	SC	GCA_900505425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/425/GCF_900505425.1_19084_4_160		
GCF_900505435.1	PRJNA224116	SAMEA3721194	UJJU00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS074		latest	Contig	Major	Full	2018/08/22	19084_4#158	SC	GCA_900505435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/435/GCF_900505435.1_19084_4_158		
GCF_900505445.1	PRJNA224116	SAMEA3721199	UJKC00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RS079		latest	Contig	Major	Full	2018/08/22	19084_4#162	SC	GCA_900505445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/505/445/GCF_900505445.1_19084_4_162		
